date,% Silica Feed,Amina Flow,Flotation Column 03 Air Flow,Flotation Column 04 Air Flow,Ave_Flot_Air_Flow,Ave_Flot_Level,% Iron Concentrate,% Silica Concentrate,Purity
2017-04-19 14:00:00,13.04,531.1963833,219.9373778,300.9616886,247.0121629,700.0368139,63.10499383,3.633521725,0
2017-04-19 15:00:00,13.04,557.1773333,220.1773889,301.0085068,247.0024189,700.9013917,63.095,3.62881738,0
2017-04-19 16:00:00,12.94,553.3905944,229.9316167,301.055325,252.9564417,667.6288667,63.08500617,3.624113035,0
2017-04-19 17:00:00,12.94,544.9288833,250.0854222,301.1021433,266.9876996,599.7574778,63.07501234,3.61940869,0
2017-04-19 18:00:00,12.94,505.8177833,250.0001333,301.1489615,267.0285205,599.6562639,63.06501851,3.614704345,0
2017-04-19 19:00:00,12.94,513.3088722,249.9318889,301.1957797,267.0172414,600.5217833,63.05502468,3.61,0
2017-04-19 20:00:00,12.94,527.8483722,250.0062222,301.2425979,267.110703,600.2973694,63.05,3.605295655,0
2017-04-19 21:00:00,12.94,537.2155167,250.0315167,301.2894162,267.097698,600.5105639,63.03241906,3.60059131,0
2017-04-19 22:00:00,12.94,548.2706611,249.9579278,301.3362344,267.1073689,600.462,62.99745143,3.595886965,0
2017-04-19 23:00:00,12.94,536.1911333,250.0715944,301.3830526,267.1681527,599.4885361,62.96248381,3.59118262,0
2017-04-20 0:00:00,12.94,545.7834778,250.0847,301.4298709,267.2139662,599.8902583,62.92751619,3.586478275,0
2017-04-20 1:00:00,12.01,526.3665663,249.9218855,301.475481,267.0997768,599.6261446,62.89345084,3.581895317,0
2017-04-20 2:00:00,12.01,481.1285475,250.0589721,301.5234514,267.2027333,599.2251061,62.85762273,3.577075206,0
2017-04-20 3:00:00,12.01,482.1290756,250.1050824,301.5707662,267.2346495,593.8327898,62.84,3.572320964,0
2017-04-20 4:00:00,12.01,532.1349598,250.0319713,301.6172813,267.2223409,435.7957337,64.93,3.57,0
2017-04-20 5:00:00,12.01,519.462618,250.0305955,301.6640935,267.2431735,563.9776992,64.94,3.49,0
2017-04-20 6:00:00,12.01,543.568618,250.0671573,301.7107671,267.2311901,490.1913726,65.77,3.93,0
2017-04-20 8:00:00,16.52,573.0241778,250.0212889,301.8044167,267.330137,633.0026056,62.99,5.09,0
2017-04-20 9:00:00,16.52,561.7234213,250.048809,301.8512641,267.3405862,586.0552391,63.48,4.7,0
2017-04-20 10:00:00,16.52,539.7375944,250.0464722,301.8980531,267.3806936,600.5480028,64.29,4.73,0
2017-04-20 11:00:00,16.52,491.8709466,250.085382,301.9449006,267.3448339,620.999427,65.73,2.54,1
2017-04-20 12:00:00,16.52,505.7228103,250.1167414,301.9912307,267.3857493,618.2561078,65.92,2.59,1
2017-04-20 13:00:00,16.52,533.3657333,249.9835167,302.0385078,267.3842841,599.1502417,64.58,4.36,0
2017-04-20 14:00:00,16.52,583.2141222,250.1148111,302.0853261,267.4420309,599.6182639,65.52,3.14,0
2017-04-20 15:00:00,16.52,594.7064551,250.024309,302.13208,267.4249199,599.5106461,65.21,3.64,0
2017-04-20 16:00:00,23.8,589.716,250.0131889,302.1789625,267.3513042,599.3653833,64.46,3.93,0
2017-04-20 17:00:00,23.8,458.3656111,249.9778833,302.2257807,267.4104102,599.6753306,62.43,3.876469501,0
2017-04-20 18:00:00,23.8,461.5564222,250.0026167,302.272599,267.4087904,599.7070944,62.79851801,3.77,0
2017-04-20 19:00:00,23.8,506.2723464,250.0946201,302.3194557,267.474191,600.3196313,63.53208484,3.663442931,0
2017-04-20 20:00:00,23.8,481.1678123,250.083184,302.3670612,267.5154723,551.2804042,63.9,3.61,0
2017-04-20 22:00:00,23.8,448.7649667,249.9844889,302.4598719,267.4855277,600.0897417,65.32,2.63,1
2017-04-20 23:00:00,23.8,449.5917556,250.1636667,302.5066901,267.5839745,601.0564833,65.14,2.63,1
2017-04-21 0:00:00,23.8,525.5407709,250.0768268,302.5534727,267.5546157,600.8155363,65.07,2.62,1
2017-04-21 1:00:00,23.8,547.9431787,250.0429713,302.5996075,267.5612791,521.2239951,65.44,2.17,1
2017-04-21 2:00:00,23.8,495.5036647,250.0163593,302.6486579,267.5230955,599.0495838,65.42,1.92,1
2017-04-21 3:00:00,23.8,453.6502722,250.0893778,302.693963,267.6221877,599.5149111,66.15,2.03,1
2017-04-21 4:00:00,23.8,484.8486034,250.0626983,302.7408183,267.5983081,600.1173408,65.53,2.23,1
2017-04-21 5:00:00,23.8,467.2250833,250.0781722,302.7875995,267.6233369,599.6738056,65.53,2.23,1
2017-04-21 6:00:00,23.8,394.5356111,249.8573889,302.8133495,267.5193017,603.2085833,65.53,2.23,1
2017-04-21 7:00:00,14.35,458.0099704,250.0653333,302.8844872,267.6953352,600.6321296,62.45,2.738336414,1
2017-04-21 8:00:00,14.35,536.656069,250.3225862,302.9437275,267.7742425,598.8694483,62.29,3.862394671,0
2017-04-21 9:00:00,14.35,502.7048286,250.1437429,302.979818,267.7574822,600.8357536,62.84,4.547196198,0
2017-04-21 10:00:00,14.35,424.7021389,250.1196167,303.0216906,267.7277154,599.7759389,63.49,4.9,0
2017-04-21 11:00:00,14.35,503.6865,250.0992444,303.0685088,267.8082844,600.7075111,64.56,3.26,0
2017-04-21 12:00:00,14.35,523.3974835,250.1039385,303.1152842,267.7539979,631.4061775,64.51,3.41,0
2017-04-21 13:00:00,14.35,551.1826556,250.0355667,303.1621453,267.7368429,600.2804861,64.18,3.85,0
2017-04-21 14:00:00,14.35,549.4221389,249.9513333,303.2089635,267.7203378,600.5827472,62.3,4.15,0
2017-04-21 15:00:00,14.35,507.2720229,250.1372291,303.2557476,267.8157315,624.7649338,64.05,4.45,0
2017-04-21 16:00:00,14.35,553.1470462,249.9852428,303.3023181,266.4673816,599.9812139,63.5,4.17,0
2017-04-21 17:00:00,14.35,557.4992012,250.0095793,303.3506997,267.7407881,600.1397957,62.69,4.94,0
2017-04-21 18:00:00,14.35,553.2024358,250.1927989,303.3961645,267.8107923,600.2079525,62.31,4.591069477,0
2017-04-21 19:00:00,14.35,551.7250894,249.8491173,303.4430685,267.7721606,600.3828212,63.28,4.24,0
2017-04-21 20:00:00,14.35,515.2993778,250.1338833,303.4898729,267.907665,600.0056028,64.93,2.83,1
2017-04-21 21:00:00,14.35,522.6162278,250.2897778,303.5366911,268.2862396,600.7288056,64.57,2.6,1
2017-04-21 22:00:00,14.35,549.3211778,250.10925,303.5835093,268.0013531,599.2033389,64.16,3.73,0
2017-04-21 23:00:00,14.35,551.3313056,250.3041167,303.6303276,268.5657055,605.0316056,66.38,2.23,1
2017-04-22 0:00:00,14.35,523.5924373,249.9935949,303.675735,268.2581205,619.7101,65.13,3.64,0
2017-04-22 1:00:00,14.35,546.9842556,250.3174667,303.723964,267.9933047,600.0134333,65.46,3.38,0
2017-04-22 2:00:00,14.35,546.4487167,250.1725111,303.7707823,267.9447385,600.5449917,64.04,3.73,0
2017-04-22 3:00:00,14.35,549.2097611,250.0854056,303.8176005,267.987239,599.8808306,64.09193447,3.692808219,0
2017-04-22 4:00:00,14.35,547.8003111,250.0675889,303.8644187,267.9961673,600.3516028,64.19522954,3.618835616,0
2017-04-22 5:00:00,14.35,549.7080222,250.10535,303.9112369,267.9871475,600.1530833,64.29852462,3.544863014,0
2017-04-22 6:00:00,14.35,543.7175389,250.0656278,303.9580552,268.0305202,599.2065611,64.4018197,3.470890411,0
2017-04-22 7:00:00,14.35,532.8774722,250.1096389,304.0048734,268.1760171,600.8502194,64.50511477,3.396917808,0
2017-04-22 8:00:00,14.35,467.5795111,250.0168333,304.0516916,268.115462,600.1020083,64.60840985,3.322945205,0
2017-04-22 9:00:00,14.35,417.4038111,250.1478944,304.0985098,268.0974959,600.0810639,64.71170492,3.248972603,0
2017-04-22 10:00:00,14.35,478.6844222,249.9104389,304.1453281,267.998202,601.1406,64.815,3.175,0
2017-04-22 11:00:00,14.35,470.9676667,250.0074222,304.1921463,268.0866932,599.7759472,64.91829508,3.101027397,0
2017-04-22 12:00:00,14.35,497.8555417,250.0755952,304.2374241,268.0683814,599.809869,65.01819139,3.029488748,0
2017-04-22 13:00:00,14.35,508.2935645,250.1473711,304.2883437,268.158081,604.1396289,65.13053542,2.949035927,1
2017-04-22 14:00:00,14.35,469.2231269,250.0249851,304.3266187,268.231241,601.2203619,65.21498149,2.888561644,1
2017-04-23 18:00:00,14.35,598.755,292.915,304.2,299.9723333,427.3335,62.8,3.960939227,0
2017-04-23 19:00:00,14.35,600.1669444,290.6475556,303.851,298.0593889,401.2093333,64.08,4.05,0
2017-04-23 21:00:00,14.35,600.2384286,289.2956883,303.1692208,297.6732814,398.8636299,63.64,4.4,0
2017-04-23 22:00:00,14.35,599.7463729,290.1672712,302.3954534,297.9443206,398.5944831,63.93,3.74,0
2017-04-23 23:00:00,14.35,599.8913556,298.1131111,300.7479852,299.6277975,399.4534778,64.38,2.91,1
2017-04-24 0:00:00,14.35,599.6764889,299.8837333,300.1145944,300.0358759,401.0334417,63.55,4.36,0
2017-04-24 1:00:00,14.35,600.0431,299.9290944,300.0310556,299.9057537,399.5424639,64.74,3.29,0
2017-04-24 2:00:00,14.35,599.9484056,299.8357333,299.9149444,299.8744796,399.3956639,62.75,4.9,0
2017-04-24 3:00:00,14.35,599.5803833,300.04285,299.8573111,299.9396759,400.1268306,62.7449778,4.860152717,0
2017-04-24 4:00:00,14.35,599.8712167,299.9339778,299.9589333,299.9441889,398.4324028,62.7349889,4.780898453,0
2017-04-24 5:00:00,14.35,599.7417889,299.8348611,299.9971611,299.8761741,400.2698333,62.725,4.701644189,0
2017-04-24 6:00:00,14.35,600.0369888,299.8931061,299.8643966,299.8710484,398.3415196,62.7150004,4.622305062,0
2017-04-24 7:00:00,19.18,600.2370444,299.9778778,299.9973833,300.0203815,399.9002819,62.7050222,4.54313566,0
2017-04-24 8:00:00,19.18,599.6668222,300.1534389,299.8587778,300.0393519,398.8127694,62.7,4.463881396,0
2017-04-24 9:00:00,19.18,537.5370894,299.3844581,300.0980391,299.8979088,391.3440852,62.44,4.384616063,0
2017-04-24 10:00:00,19.18,471.4076573,299.8847865,299.9081685,300.0027022,400.6765983,62.27,4.305308554,0
2017-04-24 11:00:00,19.18,449.8958278,299.9920889,299.9173611,299.9481352,399.6393111,62.41,4.226118604,0
2017-04-24 12:00:00,19.18,403.9001011,299.9906966,299.9146517,300.0214831,401.9193904,62.39564494,4.166898056,0
2017-04-24 13:00:00,19.18,599.7827931,299.9374138,300.0007586,299.9418812,400.5251523,62.30887656,4.047136057,0
2017-04-24 14:00:00,19.18,600.6088944,299.8602833,299.9782444,299.8802704,400.8654361,62.26628988,3.988355811,0
2017-04-24 15:00:00,19.18,599.9939487,299.5850769,299.9968718,299.7888034,402.6380705,62.23135922,3.9401428,0
2017-04-24 17:00:00,27.23,600.00275,300.0045722,299.9591167,300.0289981,400.9413472,64.83,3.79,0
2017-04-24 18:00:00,27.23,599.8956056,299.9341667,299.9643556,299.869,399.4776278,65.25,3.09,0
2017-04-24 19:00:00,27.23,574.5903427,299.9117159,299.9228125,299.8467045,449.0773523,66.56,1.27,1
2017-04-24 20:00:00,27.23,599.8852611,300.0045111,299.8698389,299.9118352,399.2207667,65.86,1.49,1
2017-04-24 21:00:00,27.23,599.7385389,300.0416444,300.0297722,300.0063259,399.6859694,66.95,1.12,1
2017-04-24 22:00:00,27.23,599.9574056,299.8984222,299.9361444,299.9313704,399.9101306,66.32,1.15,1
2017-04-24 23:00:00,27.23,599.8158444,299.8547222,299.8384222,299.7981574,399.6160306,67.23,1,1
2017-04-25 0:00:00,27.23,599.9144302,299.9537877,299.9621285,300.033933,400.0589581,65.2,3.29,0
2017-04-25 1:00:00,30.9,593.8264353,300.0184897,299.9725448,299.9818943,439.046706,67.08,1.07,1
2017-04-25 2:00:00,30.9,600.1829755,299.9767117,300.0301166,299.9426401,436.7031861,66.47,1.34,1
2017-04-25 3:00:00,30.9,600.325095,299.776162,299.7184413,299.8348659,399.9208939,66.56,1.04,1
2017-04-25 4:00:00,30.9,600.0469444,299.9752889,299.9807056,299.9696519,400.3971361,66.71,1.34,1
2017-04-25 5:00:00,30.9,599.7383464,300.0352905,299.9032682,299.9658808,400.3726173,66.79,1.17,1
2017-04-25 6:00:00,30.9,581.8073093,299.9308539,300.0071854,299.9046517,421.3737893,66.47,1.09,1
2017-04-25 7:00:00,30.9,577.5352093,299.9545294,300.0495588,299.9891814,684.8090584,66.47,1.09,1
2017-04-25 20:00:00,20.56,400.6180612,300.3086939,300.1238367,300.1527279,500.5823673,66.47,1.09,1
2017-04-25 21:00:00,20.56,435.9684472,299.8554889,299.8882222,299.8854611,501.9487167,65.09,3.58,0
2017-04-25 22:00:00,20.56,504.567838,299.943676,299.913676,299.859013,499.065852,64.28,4.03,0
2017-04-25 23:00:00,20.56,511.3167333,300.0234611,299.9805889,299.9920185,499.22685,65.28,3.02,0
2017-04-26 0:00:00,20.56,443.7985577,299.7437643,299.5790318,299.7656773,578.4386146,64.48,4.72,0
2017-04-26 1:00:00,21.1,508.3056815,299.7660382,299.9549443,299.1264591,500.2239363,63.67,4.873700954,0
2017-04-26 2:00:00,21.1,520.0816722,299.94475,299.8204056,299.9082574,501.0716806,64.36,5,0
2017-04-26 3:00:00,21.1,527.0575833,299.9991611,299.8578333,299.9130333,499.2650556,65.78,3.23,0
2017-04-26 4:00:00,21.1,523.8557989,299.9156034,299.9593073,299.8983911,503.3291704,66.95,1.3,1
2017-04-26 5:00:00,21.1,558.4890611,299.9456778,299.8083222,299.9041593,499.2392528,66.61,1.23,1
2017-04-26 6:00:00,21.1,599.9903333,299.9391808,300.0733404,300.6302321,500.966,66.33,1.38,1
2017-04-26 7:00:00,15.23,570.3344222,299.8136889,299.9414333,299.92035,499.76655,66.3,1.32,1
2017-04-26 8:00:00,15.23,508.3765111,299.9718778,299.8346667,299.9799963,499.4265111,66.24,1.13,1
2017-04-26 9:00:00,15.23,517.0293017,299.6078268,299.8163966,299.9114972,503.1970559,67.2,1.06,1
2017-04-26 10:00:00,15.23,508.2994,300.1475611,299.79925,300.0381296,500.3119222,66.97,1.13,1
2017-04-26 11:00:00,15.23,516.27455,300.0308722,300.1441778,300.0653778,500.6689556,67.07,0.88,1
2017-04-26 12:00:00,15.23,497.2213184,299.8327709,299.8247654,299.85054,499.8829749,66.69,1.11,1
2017-04-26 13:00:00,15.23,447.8018827,299.953581,299.7864302,299.9568417,498.9964218,67,1.06,1
2017-04-26 14:00:00,15.23,430.7272889,300.0712833,300.1132667,300.0846241,499.141575,65.98,1.1,1
2017-04-26 15:00:00,15.23,353.8623722,300.0935722,299.7419889,299.9366963,499.9930361,66.56,1.23,1
2017-04-26 16:00:00,13.54,380.7448239,299.6592955,299.6071648,299.7185777,502.7488722,66.86,1.18,1
2017-04-26 17:00:00,13.54,386.5818778,299.8987889,300.0289444,299.98555,500.5012722,65.46,3.2,0
2017-04-26 18:00:00,13.54,371.3566801,299.8041908,299.8560809,299.8170674,524.9393047,64.67,3.71,0
2017-04-26 19:00:00,13.54,486.8165444,299.8960222,299.8158389,299.8782426,500.3477833,65.74,2.12,1
2017-04-26 20:00:00,13.54,510.7397944,299.8679,299.9119556,299.9210296,500.7795972,65.6,2.12,1
2017-04-26 21:00:00,13.54,508.7693944,300.1251778,300.0296556,299.9867037,499.87365,64.88,2.85,1
2017-04-26 22:00:00,13.54,518.4851844,299.8243911,299.8908324,299.8756648,498.8660391,64.9,2.69,1
2017-04-26 23:00:00,13.54,529.6111167,299.9435,299.9359333,299.9578148,500.8990694,66.3,1.84,1
2017-04-27 0:00:00,13.54,503.0680667,299.8371778,300.0177222,299.9543648,500.1506861,66.09,1.25,1
2017-04-27 1:00:00,20.98,523.9078056,299.9282611,299.8624556,299.8204296,500.7492389,66.27,1.64,1
2017-04-27 2:00:00,20.98,507.7045389,299.9163722,300.0260278,299.9406204,499.2209778,66.48,1.24,1
2017-04-27 3:00:00,20.98,511.5303222,299.7537,299.9204556,299.8360889,499.307325,66.29,1.56,1
2017-04-27 4:00:00,20.98,493.9244778,299.8157111,299.85885,299.8896537,499.9924,66.32,2.08,1
2017-04-27 5:00:00,20.98,454.865352,299.8030894,299.8025363,299.829933,503.392243,65.14,2.96,1
2017-04-27 6:00:00,20.98,336.4973407,299.9314172,299.9728896,299.9618016,583.363335,65.3,2.14,1
2017-04-27 7:00:00,11.85,439.1067333,299.7422833,299.8495722,299.8140056,500.5672083,65.37,2.47,1
2017-04-27 8:00:00,11.85,464.571642,286.133642,300.0786335,292.7633387,622.5824537,65.6,2.07,1
2017-04-27 12:00:00,11.85,439.3659667,198.0456763,298.6856853,224.3138854,798.5238667,63.79,4.42,0
2017-04-27 13:00:00,11.85,434.9937997,199.4862312,298.5144312,224.7281045,802.650538,63.4083899,4.67949487,0
2017-04-27 14:00:00,11.85,456.4795955,209.6860511,298.263135,228.9618137,768.7065469,62.79,5.1,0
2017-04-27 15:00:00,11.85,525.2191556,299.99665,299.9362944,297.5438796,500.9248194,63.61,3.34,0
2017-04-27 16:00:00,8.76,549.5852235,300.1124637,299.7145587,299.7869479,499.2367709,64.36,3.03,0
2017-04-27 17:00:00,8.76,553.7339444,300.0427222,299.9647556,299.9974667,500.34975,64.02,4.28,0
2017-04-27 18:00:00,8.76,543.598,299.9867611,299.7074,299.8369648,500.3506972,63.76,3.83,0
2017-04-27 19:00:00,8.76,546.6217877,300.033933,299.7432905,299.7551285,499.6332011,65.38,2.18,1
2017-04-27 20:00:00,8.76,551.5463352,300.0979274,300.1157598,300.0136276,499.9302905,66.62,1.17,1
2017-04-27 21:00:00,8.76,534.2848167,299.5638611,299.6770278,299.6483,500.3558889,63.98,3.32,0
2017-04-27 22:00:00,8.76,522.7309222,299.9585778,299.8573889,299.9188593,499.69175,66.51,1.27,1
2017-04-27 23:00:00,8.76,478.112,299.7723944,299.8283056,299.751937,500.1700194,66.95,1.12,1
2017-04-28 0:00:00,8.76,469.0239889,300.0504444,299.7159111,299.8927537,500.6648306,64.88,1.72,1
2017-04-28 1:00:00,20.32,510.3237333,299.9606167,299.9587556,299.9926556,499.9877444,65.29,2.52,1
2017-04-28 2:00:00,20.32,518.6153444,300.0648944,299.9577389,299.9685944,500.5888306,62.72,2.973336414,1
2017-04-28 3:00:00,20.32,535.2617848,300.0393678,299.9569655,299.9463065,551.5431962,62.53514098,3.874654535,0
2017-04-28 4:00:00,20.32,548.0286585,299.9163659,299.8539756,299.868437,500.5211524,62.35,4.736589649,0
2017-04-28 6:00:00,20.32,541.4675593,286.7216452,299.4822248,292.1453634,536.2808169,63.85,4.63,0
2017-04-28 7:00:00,18.74,527.4624333,191.5721052,296.4021219,221.5934742,800.3606,64.43,4.14,0
2017-04-28 8:00:00,18.74,500.6789889,188.49562,296.0968573,220.3117603,800.1580833,64.69,4.23,0
2017-04-28 9:00:00,18.74,494.709483,185.4483654,295.7944932,219.1463951,801.2748267,62.5,4.167009106,0
2017-04-28 10:00:00,18.74,529.7072242,182.2884228,295.4809475,217.9379345,800.5683394,63.05893119,4.035845999,0
2017-04-28 11:00:00,18.74,546.4347742,223.7759783,295.1842312,243.3029381,799.4927484,63.58,3.911722951,0
2017-04-28 12:00:00,18.74,561.5594167,249.8572917,294.8776262,264.9267583,799.3240714,63.47130952,3.783463287,0
2017-04-28 13:00:00,18.74,479.1645094,250.1439057,294.6282276,264.9899532,799.6108019,63.36,3.679134299,0
2017-04-28 15:00:00,18.74,461.0667105,300.0562237,299.8602171,298.5867127,450.0700395,62.3,3.389669957,0
2017-04-28 16:00:00,15.38,430.6689029,299.7279417,299.8704175,299.7687929,449.604801,62.83,3.297625462,0
2017-04-28 17:00:00,15.38,449.4046222,299.9476722,299.8294889,299.9410074,450.2209,62.25,3.144204195,0
2017-04-28 18:00:00,15.38,451.4597,299.8458833,299.9284167,299.9361333,449.8388472,65.36,3.08,0
2017-04-28 19:00:00,15.38,432.6987019,299.816677,299.9247764,299.8806791,450.0857484,65.27,2,1
2017-04-28 20:00:00,15.38,481.5788056,300.0142222,299.8688444,299.9250963,450.7295861,66.06,1.81,1
2017-04-28 21:00:00,15.38,439.9244167,299.8527167,299.9072167,299.8786111,448.4147861,66.06,2.58,1
2017-04-28 22:00:00,15.38,463.7798056,300.0216944,299.9579444,299.9425815,448.8414556,65.96,1.84,1
2017-04-28 23:00:00,15.38,458.0991701,300.0359326,299.8821236,299.9482416,453.8716208,65.11,2.85,1
2017-04-29 0:00:00,15.38,530.9366667,299.94265,299.9361611,299.904613,450.122975,66.2,1.7,1
2017-04-29 1:00:00,16.76,550.5215,299.8115833,299.9360444,299.8847759,450.3257306,65.95,1.75,1
2017-04-29 2:00:00,16.76,553.0071944,299.9774111,299.9814,300.0274074,449.35995,65.99,1.56,1
2017-04-29 3:00:00,16.76,566.1124722,299.98765,299.9562444,299.9825444,450.590025,65.12,1.83,1
2017-04-29 4:00:00,16.76,559.6072528,299.9197167,299.9461889,299.8612315,464.0337354,65.51,1.64,1
2017-04-29 5:00:00,16.76,540.01825,299.8615284,299.8399091,299.8579545,460.2547947,65.58,1.86,1
2017-04-29 6:00:00,16.76,525.4737833,299.9317778,299.9020111,299.8992185,450.6691389,65.41,2.06,1
2017-04-29 7:00:00,19.08,520.97285,299.9218667,299.9398611,299.9581648,448.9866,66.33,1.19,1
2017-04-29 8:00:00,19.08,485.2207278,299.9084278,299.9326444,299.9364093,449.5636167,66.13,1.36,1
2017-04-29 9:00:00,19.08,514.2402944,299.9201611,299.9086167,299.9182481,450.2458528,65.57,1.76,1
2017-04-29 10:00:00,19.08,528.1098389,299.9811,299.9317333,299.9601981,449.6449778,64.86,2.79,1
2017-04-29 11:00:00,19.08,516.8441844,299.8438771,299.8871899,299.8862402,449.9227514,65.26,2.52,1
2017-04-29 12:00:00,19.08,451.3338111,299.7737833,299.9038056,299.8682611,449.5526306,65.01,2.74,1
2017-04-29 13:00:00,19.08,547.4589167,300.0023611,299.9475833,299.9380833,450.1999389,64.17,3.01,0
2017-04-29 14:00:00,19.08,574.6063722,299.9309833,299.8983889,299.9174796,450.4656056,64.6,3.33,0
2017-04-29 15:00:00,19.08,578.7146833,300.0553278,299.8459833,299.8554759,448.7764056,64.5,2.28,1
2017-04-29 16:00:00,13.93,552.8275444,299.9638444,299.8561556,299.9190093,449.8032833,65.46,2.41,1
2017-04-29 17:00:00,13.93,559.236408,299.9146264,299.9712126,299.9052203,450.0568966,65.66,1.69,1
2017-04-29 18:00:00,13.93,552.6797001,299.9997758,299.9280545,299.9836343,485.8122961,66.04,1.43,1
2017-04-29 19:00:00,13.93,566.2284658,300.9461677,300.4667764,300.3208551,476.0850901,66.49,1.09,1
2017-04-29 22:00:00,13.93,655.3264884,299.8765174,299.9909535,300.0179864,452.1491017,66.06,1.35,1
2017-04-29 23:00:00,13.93,616.022963,299.9402099,299.8875185,299.8814568,449.477358,65.38,2.7,1
2017-04-30 0:00:00,13.93,629.2120455,300.0250758,299.9767576,299.9444495,449.5501136,65.89,1.79,1
2017-04-30 1:00:00,17.13,585.654303,299.8281394,299.9472909,299.8895616,449.8445333,65.81,1.82,1
2017-04-30 2:00:00,17.13,484.6648421,299.7451053,299.9062632,299.9117076,448.2675088,65.49,2.57,1
2017-04-30 3:00:00,17.13,426.9942921,300.2767528,300.0204607,299.9827865,449.4881292,65.38,3.36,0
2017-04-30 5:00:00,17.13,570.2020851,300.2618085,299.993383,300.0736454,450.5764468,64.86,2.66,1
2017-04-30 6:00:00,17.13,562.3555049,299.7194563,299.764466,299.764479,449.6557767,65.03,2.47,1
2017-04-30 7:00:00,13.85,564.0362215,299.8376644,299.947745,299.9083512,449.3012148,65.4,1.89,1
2017-04-30 9:00:00,13.85,533.2377536,299.9547246,300.0431884,300.0019952,449.7945362,64.43,2.76,1
2017-04-30 10:00:00,13.85,434.715124,300.0352016,299.842155,299.9602636,448.2696589,64.94,2.24,1
2017-04-30 11:00:00,13.85,534.6335747,299.8007816,300.0050345,300.0116628,451.0602241,64.78,2.55,1
2017-04-30 12:00:00,13.85,441.1879818,300.1057182,300.0733,300.1207606,449.57075,63.84,3.77,0
2017-04-30 14:00:00,13.85,516.2544676,300.0092086,299.9395108,299.878753,450.9770827,63.7,4.03,0
2017-04-30 15:00:00,13.85,548.3830649,299.878013,299.8958961,299.9135108,451.7633247,65.17,2.58,1
2017-04-30 16:00:00,18.26,565.5133506,300.0511609,300.0262011,300.0056533,450.4515431,65.56,2.16,1
2017-04-30 17:00:00,18.26,596.0036352,300.1533333,299.8600314,299.9753564,449.0156824,65.25,2.22,1
2017-04-30 18:00:00,18.26,398.9013333,298.9583333,299.9023333,299.4844444,447.4586667,65.88,1.87,1
2017-04-30 19:00:00,18.26,472.4856767,299.9159474,300.0485414,299.9237995,449.3866767,65.49,1.99,1
2017-04-30 20:00:00,18.26,542.3083833,299.8810167,299.9791833,299.9313833,449.9058139,65.65,1.83,1
2017-04-30 21:00:00,18.26,561.5898944,300.0719278,299.8625222,299.9773074,449.2971028,64.73,2.76,1
2017-04-30 22:00:00,18.26,454.1469222,299.9976168,299.9277425,299.9080299,449.174515,65.22,2.72,1
2017-05-01 1:00:00,18.65,516.2752587,300.0338671,299.7525175,299.908993,449.1400594,65.67,2.06,1
2017-05-01 2:00:00,18.65,540.8386983,300.0973911,299.8238324,299.9344246,450.3256676,65.6,1.99,1
2017-05-01 3:00:00,18.65,581.0300167,299.8504111,300.0404611,299.8994278,449.3232167,65.04,2.89,1
2017-05-01 4:00:00,18.65,489.8901889,299.9268333,299.9086889,299.8880704,449.6230333,65.23,2.04,1
2017-05-01 5:00:00,18.65,478.1267333,299.9160722,299.9002,299.9061574,449.8685056,65.7,2.19,1
2017-05-01 6:00:00,18.65,519.0587039,299.9590782,299.9051006,299.9517002,456.1059497,66.17,1.77,1
2017-05-01 7:00:00,20.44,523.1632778,299.96045,300.0515389,299.9469574,449.0703806,66.12,1.46,1
2017-05-01 8:00:00,20.44,527.1371006,299.8349106,299.9663128,299.9271304,449.4350754,66.38,1.29,1
2017-05-01 9:00:00,20.44,480.5106389,299.8622278,299.9992056,299.9713722,450.2999111,65.7,2.2,1
2017-05-01 10:00:00,20.44,416.2565575,299.9101371,299.9619371,299.9595181,481.5833286,65.79,2.38,1
2017-05-01 11:00:00,20.44,454.824419,299.9818324,299.9795866,300.010933,450.1334469,66.35,2.13,1
2017-05-01 12:00:00,20.44,432.8626197,300.2282394,299.9650845,300.1254695,451.8042958,65.37,2.34,1
2017-05-01 13:00:00,20.44,390.0478333,299.9241278,299.9149889,299.9153093,450.4513083,64.84,3.34,0
2017-05-01 14:00:00,20.44,447.8118352,299.8435568,299.9327614,299.901036,449.1455057,64.74,3.42,0
2017-05-01 15:00:00,20.44,466.6415167,299.8922444,299.9015889,299.8711222,449.5828,64.28,3.96,0
2017-05-01 16:00:00,21.17,511.1435196,300.123419,299.9151229,299.9328845,449.7866844,63.24,4.82,0
2017-05-01 17:00:00,21.17,528.6144111,299.8840722,299.8737278,299.8891296,449.6164444,64.14,3.83,0
2017-05-01 18:00:00,21.17,421.147413,299.8183696,299.9358261,299.8161304,448.1566522,64.98,2.92,1
2017-05-01 20:00:00,21.17,460.8289829,300.1629145,299.6681538,299.8962137,449.0400556,65.67,2.88,1
2017-05-01 21:00:00,21.17,552.4550056,299.8898611,299.8141556,299.8580611,449.727775,64.96,3.19,0
2017-05-01 22:00:00,21.17,496.4478222,299.8549389,299.9824444,299.9186685,451.2133972,65.48,2.69,1
2017-05-01 23:00:00,21.17,483.0470667,300.0217667,299.9348,299.9073593,450.3829306,65.57,2.81,1
2017-05-02 0:00:00,21.17,537.9764389,299.8517667,300.0124722,299.9872111,450.0079639,66.77,2.88,1
